sentence1	sentence2	label
"""Father, do we really have to watch sister getting married to a bandit while we can't do anything?"""	""" ay su dady sun mana aure d'azun ba shiknn ba Sai mu kwanta a nan tare ba doctor? """	0
The same thing can be seen in all the countries whose people have revolted against their governments.	Ana iya ganin irin wadannan cin mutumcin cikin dukkanin wadannan kasashe da mutane suka yunkura.	1
Parallel to these actions, they will impose economic siege and sanctions, freeze national assets and launch all-out media war and propaganda.	Haka nan kuma a ko da yaushe za su yi amfani da hanyar sanya takunkumi na tattalin arziki da rike albarkatun kasa na wata al'umma da kuma yada farfaganda da amfani da kafafen watsa labara wajen shafa kashin kaji.	1
Religious extremism, which is usually attended by violence, is the cause of falling short of the lofty goals of the revolution. This, in turn, results in the loss of public support and the eventual failure of the revolution.	Tsaurin ra'ayi na addini wanda a mafi yawan lokuta ya ke tattare da son amfani da karfi ido rufe shi ne ummul aba'isin din koma baya da kuma nesantar manyan manufofin juyi, sannan kuma lamari ne da zai sanya kosawar mutane sannan daga karshe kuma wannan juyin ya sha kashi.	1
A Look Into the Lives of Women Abroad	Kalli Halayyar Mallami Tare Da Yan Mata A Bayan Gari	0
I know the Truth now, I know God now.	Na san Allah imperfectly yanzu, amma na san shi daidai baya.	0
They think that they can move things forward by being hostile to the Iranian people, but they will not succeed.	Suna zaton cewa ta hanyar nuna kiyayya da gaba da al'ummar Iran za su iya ciyar da ayyukansu gaba. Ina ba za su iya ba.	1
How is New Year's Day?	Yaya Sabuwar Shekarar Sabuwar Sinanci?	0
mercy anticipated.	Merci gabin	0
you're uncircumcised, clean ldLw	zhong jie you wang wu ba ba yi shi kong qi jian zhi zhi wang ba	0
"Those were always very happy times."""	"""Haka ne, hakika waɗannan sun kasance lokuta masu farin ciki."""	0
Responding to a faulty statement should be done in a particular way.	Mayar da martani da magana ta kuskure tana da nata hanyar, tana da aikin da ya kebanta da ita.	1
We cannot afford to deny all this work under the pretext that we have economic problems, that we have the problem of rising prices and inflation. After all, this is not the right thing to do.	Dukkanin irin wadannan ayyukan da aka yi bai kamata don kawai ana fuskantar matsala ta tattalin arziki da tsadar kayayyaki, shi kenan sai mu yi inkarin dukkanin wadancan ayyukan ba. Lalle hakan ba daidai ba ne.	1
Legal immunity was what the Americans demanded from the satanic Pahlavi regime, and it was given to them on a silver platter.	Wannan shi ne abin da gwamnatin Amurka ta bukata daga wajen gwamnatin dagutu, sannan ita kuwa gwamnatin dagutun cikin ruwan sanyi ta amince musu.	1
You're a strong soldier in this spiritual battle we fight every day for Jesus.	Yaƙin ruhaniya yana da ƙarfi sosai wanda dole ne ku yi addu'a kowace rana don kare yaranku.	0
All praise is due to Allah, the Lord of the Worlds and peace and greetings be upon the Master of Prophets and Messengers and upon his immaculate and pure household and chosen companions.	Dukkan godiya ta tabbata ga Allah Ubangijin talikai. Tsira da amincin Allah su tabbata ga Shugaban Annabawa da Manzanni, tare da Iyalen gidansa tsarkaka da kuma zababbun sahabbansa.	1
"The Leader of the Islamic Revolution added: ""Why do they not realize that they have been wrong when they are supported by the leaders of oppression and arrogance - embodied by America, France, and England."	Jagoran juyin juya halin Musulunci ya ci gaba da cewa: Me ya sa a lokacin da shugabannin zalunci da girman kai wanda Amurka ce babbar alamar hakan, da Faransa da Ingila suke goyon bayansu ba sa farkawa.	1
be able to withdraw money whenever you want	Za ku iya samun damar cire kuɗi kowane lokaci da kuke so.	0
That is true, but it does not mean	Haka ne, hakika shi ne, amma ba ya nufin cewa wani mummunan abu ya faru a tsakaninmu.	0
Ayatollah Khamenei said that Iran has very good experiences in the area of launching a scientific movement, adding that Iran has made unbelievable achievements in this regard.	A wani bangare na jawabin nasa, yayin da ya ke ishara da irin gagarumar kwarewar da Iran take da shi a fagen yunkuri na ilimi da kuma gagarumin sakamakon hakan, Ayatullah Khamenei cewa ya yi: Wajibi a kasar Iraki wacce tushen ilimi ne na kasashen larabawa a samu wani yunkuri na ilimi da motsawa ta masana da malamai da daliban jami'a a wannan fagen.	1
I also extend my sympathy to the dear and honorable families of these martyrs and pray to God to bestow patience, forbearance and rewards on the families of these martyrs.	Ina kuma taya iyalansu bakin ciki ina kuma rokon Allah akan ya basu hakuri da nutsuwa da kuma lada da sakamako da kuma rokon samun sauki ga wadanda su ka jikkata.	1
I am thankful to Allah the Exalted that with Allah's grace, the Expediency Council managed to finish another 5-year term with an acceptable record and hopefully the outcomes and benefits of the legal measures of the council will produce good results in managerial areas of the country â€“ the three branches of government, the Armed Forces and other organizations â€“ and everybody will see the outcomes.	Ina gode wa Allah Madaukakin Sarki da ya ba wa majalisar fayyace maslahar tsarin Musulunci dacewar share wasu shekaru biyar na daban na ayyukanta cikin yardar Allah sannan kuma sun gudanar da ayyuka abin yabo, wanda fatan da ake da shi shi ne za a shaidi da kuma ganin tasirin ayyukan majalisar fayyace maslahar wadanda suka dace da doka cikin tushen gudanarwar wannan kasar - wato bangarori uku na gwamnati da dakaru masu makamai da sauran cibiyoyin gwamnati -.	1
You enjoy attention, and have no qualms about being open with your sexuality, you're at home anyway, so why not?	Kullum kuna jayayya da matarku, ba ta san yadda za a dafa ba, ba ta yin kome a gida, me ya sa ba za ku sake ta ba?	0
Looking forward to the full-length motion picture;)	sokaga cikma yasagi var da 😉	0
Throughout history, chowgan has been a well-known sport in Iran.	Tsawon tarihi wannan wasan ya yi fice a Iran.	1
Do the same with your utility bills, constantly comparing other tariffs, and finding the courage to ask for a better deal if you find that you're missing out.	Zabi nau'ukanku a hankali kuma a koyaushe kuna da tsarin tsare-tsaren idan kuna buƙatar don ku lashe kyautar ba tare da kyauta ba.	0
Should I go to an amusement park?	Zan iya zuwa jana'izar ga mata masu juna biyu?	0
He turned to me, and said, 'How long did they leave this on you?'	"""Ka ba ni labari yaushe ne Allah Ya kasance?, sai ya ce: ""Yaushe ne bai kasance ba har zan ba ka labarin lokacin da Ya kasance?"	0
One can see that in the beginning of the Revolution only a small portion of these talents used to be utilized in different areas.	Alal hakika mutum yana ji a jikinsa sannan kuma yana gani yadda a farkon nasarar juyin juya halin Musulunci, an yi amfani da wani bangare ne kawai na irin wadannan abubuwa da ake da su a bangarori daba-daban.	1
Dear people, dear brothers and sisters, today we need unity and solidarity across the country.	Ya ku abin kaunata! 'yan'uwa maza da mata a dukkanin kasar nan, lalle a yau din nan muna bukatar hadin kai da aiki tare.	1
Jesus Christ, God incarnate, came to redeem His people from their sins.	Almasihu, Yesu Almasihu, yana zuwa domin ya ceci mutanensa daga zunubansu.	0
I hope Allah the Exalted makes us successful in following this path and protecting ourselves against deviations.	Ina rokon Allah Madaukakin Sarki da Ya ba mu dacewar ci gaba da tafiya a kan wannan tafarki da kyau, ya kare mu daga kauce wa hanya, don mu sami damar isa ga wannan babbar manufa sannan kuma mu zamanto cikin addu'oin mai girma Bakiyatullah (rayukanmu su zamanto fansa a gare shi).	1
The Book of Mormon is the evidence that the Lord	Bature Lili ya ce alamu sun nuna Ubangiji ya na tare da Tambuwal	0
Without a doubt, this is the base of Shia philosophy and there is no room for any discussion on this issue.	Babu kokwanto ko wani shakku cikin hakan.	1
No, nothing is wrong with having variety and difference in student organizations, but as far as general orientations and moving towards the goals of the Revolution are concerned, there should be a kind of coordination so that they can influence academic environments. Student organizations should be able to influence academic environments.	A'a, babu matsala cikin samun nau'oi daban-daban cikin kungiyoyin ba, to amma su zamanto masu manufa da mahanga guda zuwa ga tafarkin juyin juya halin Musulunci don su sami damar yin tasiri a jami'ar. Wajibi ne kunigyoyin su zamanto masu yin tasiri a tsakanin daliban jami'a. Abin farin cikin shi ne cewa yanayin jami'a wani yanayi ne mai kyau.	1
We should not let this weakness continue or increase.	Bai kamata mu bari wannan raunin ya ci gaba da wanzuwa ba ko kuma ma ya karu.	1
lips and ended her life in the rear	Sannan ta tashi ta koma dakinta taji dan sanyi a ranta da kalaman	0
The idea to establish the Basij was a sign of divine power which was bestowed on that righteous servant of God, that great man and that unique figure in the history of Islam after the infallible Imams (a.s.). The idea to establish the Basij was proposed and practiced by our magnanimous Imam (r.a.).	Dakarun sa kai na Basij daya ne daga cikin ayoyin kudura ta Ubangiji wanda Allah Madaukakin Sarki ya ba wa wannan bawan Allah salihi (wato marigayi Imam Khumaini), ga wannan babban mutumi, ga wannan mutum maras tamka cikin tarihin Musulunci bayan Imamai (amincin Allah ya tabbata a gare su).	1
my heart break and I don't know what it	Hargitsi yayi rawa kuma ban san menene ba.	0
My dear brothers, my dear ones, there will a great test in ten days, and by Allah's favor we hope that in this great test Allah the Exalted will cause an auspicious instance of valor with brilliant outcomes for our nation.	Ya ku ‘yan'uwana masu girma! Kwanaki goma masu zuwa wani fage ne na jarabawa mai girma, ina fatan insha Allahu, a yayin wannan jarabawar mai girma al'umma za su fito kwansu da kwarkwatansu sannan daga karshe ya zamanto an sami sakamako mai kyau.	1
Tracks 4 to 11 are vinyl sourced.	Hotunan 4 zuwa 11 sune ramukan koguna.	0
Naina, who?	Sabrina Wan - Sai Wan	0
The second characteristic is that our scientists consider the sanctions that are imposed on our nation as opportunities.	Siffa ta biyu ita ce na ga cewa masananmu sun mayar da wannan takunkumi da aka sanya wa al'ummarmu zuwa wata dama.	1
Yesterday I mentioned that one month after the victory of the Revolution the youth of Kermanshah felt that they were needed in the battlefields.	A jiya na yi ishara da cewa wata guda bayan nasarar juyin juya halin Musulunci matasan Kermanshah sun ji cewa lalle akwai bukatar da ake da ita don haka suka kama hanya.	1
Among the enemies and ill-wishers of the Iranian nation, there are certain political and academic elites and certain experienced individuals who are watching the conditions and are praising the Iranian nation.	Akwai 'yan siyasa, masanan jami'oi da sauran mutanen da suka san inda duniya ta sa gaba sannan suna kallon yanayin, dukkaninsu suna jinjinawa al'ummar Iran.	1
The Nobel committee in Norway praised Juan Manuel Santos for his peace agreement with Farc rebels, signed last month after four years of negotiations.	Alkalai a Norway sun yaba masa kan yarjejeniyar da ya kulla da Farc a watan jiya bayan shafe shekara hudu ana tattaunawa.	0
The first factor is guaranteed by sincere religious faith in divine promises and the second factor is guaranteed by sincere efforts and honest clarification.	Abin da ke tabbatar da abu na farkon shi ne imani da kuma gaskata alkawarin Ubangiji, sannan abin da ke tabbatar da na biyun shi ne kokari tare da tsarkin zuciya da kuma gaskiya.	1
29 Once again he spoke to him, 'What if only forty are found there?'	"29 Ya kuma sāke yin masa magana, ya ce, ""Da a ce za a sami arba'in a wurin fa?"""	0
Some of these threats were posed directly by foreigners, such as the sanctions.	Wasu daga cikin wadannan abubuwa su kansu ‘yan kasashen waje ne kai tsaye suka tsara su, kamar wannan lamari na takunkumin.	1
Several years ago, when I wrote letters to the heads of the three branches of government and warned of economic corruption, certain people were alarmed that my warnings would scare off the potential investors.	Yan shekarun da suka gabata a lokacin da na rubuta wa shugabannin bangarori uku na gwamnati wasika dangane da batun almundahana da cin hanci da rashawa da jaddada wajibcin fada da hakan, wasu sun tsorata suna cewa mai yiyuwa ne hakan ya kashe gwuiwan masu zuba jari.	1
